,return_curr
211,-0.0958639218470386
212,-0.0958639218470386
213,-0.0958639218470386
214,-0.0958639218470386
215,0.01993379945989453
216,0.01993379945989453
217,0.01993379945989453
218,0.01993379945989453
219,0.01993379945989453
220,0.01993379945989453
221,0.02471544715447149
222,0.01993379945989453
223,0.01993379945989453
224,0.01993379945989453
225,0.01993379945989453
226,-0.033024994304397474
227,-0.033024994304397474
228,-0.013145539906103343
229,-0.033024994304397474
230,-0.033024994304397474
231,-0.033024994304397474
232,-0.033024994304397474
233,-0.033024994304397474
234,-0.08330185480615515
235,-0.08330185480615515
236,-0.11607992388201716
237,-0.11607992388201716
238,-0.08330185480615515
239,-0.08330185480615515
240,-0.08330185480615515
241,-0.08330185480615515
242,-0.08330185480615515
243,-0.11607992388201716
244,-0.08330185480615515
245,0.03089802701559495
246,0.03089802701559495
247,0.03089802701559495
248,0.03089802701559495
249,0.03089802701559495
250,0.03089802701559495
251,0.03089802701559495
252,0.03089802701559495
253,0.03089802701559495
254,0.03089802701559495
255,0.03089802701559495
256,0.03089802701559495
257,0.03089802701559495
258,0.03089802701559495
259,0.03089802701559495
260,0.00575136070272307
261,-0.17835909631391195
262,0.00575136070272307
263,0.00575136070272307
264,0.00575136070272307
265,0.00575136070272307
266,0.00575136070272307
267,0.00575136070272307
268,0.00575136070272307
269,0.00575136070272307
270,0.00575136070272307
271,0.00575136070272307
272,0.00575136070272307
273,-0.08126469819702131
274,0.00575136070272307
275,0.00575136070272307
276,0.00575136070272307
277,0.00575136070272307
278,0.00575136070272307
279,0.00575136070272307
280,0.00575136070272307
281,0.00575136070272307
282,0.00575136070272307
283,0.00575136070272307
284,0.00575136070272307
285,0.00575136070272307
286,0.19701575180927253
287,0.06379765949414873
288,0.19701575180927253
289,0.19701575180927253
290,0.19701575180927253
291,0.06379765949414873
292,0.19701575180927253
293,0.19701575180927253
294,0.19701575180927253
295,0.19701575180927253
296,0.0790183296352061
297,0.0790183296352061
298,0.0790183296352061
299,0.0790183296352061
300,0.0790183296352061
301,0.120652945351313
302,0.0790183296352061
303,0.0790183296352061
304,0.0790183296352061
305,0.0790183296352061
306,0.0790183296352061
307,0.0790183296352061
308,0.0790183296352061
309,0.0790183296352061
310,0.0790183296352061
311,0.0790183296352061
312,0.0790183296352061
313,0.0790183296352061
314,0.0790183296352061
315,0.0790183296352061
316,0.0790183296352061
317,0.0790183296352061
318,0.0790183296352061
319,0.0790183296352061
320,0.0790183296352061
321,0.0790183296352061
322,0.0790183296352061
323,0.0790183296352061
324,0.0790183296352061
325,0.0790183296352061
326,0.0790183296352061
327,-0.0663071343008865
328,-0.0663071343008865
329,-0.0663071343008865
330,-0.0663071343008865
331,-0.0663071343008865
332,-0.0663071343008865
333,-0.0663071343008865
334,-0.0663071343008865
335,-0.0663071343008865
336,-0.0663071343008865
337,-0.0663071343008865
338,-0.0663071343008865
339,-0.0663071343008865
340,-0.0663071343008865
341,-0.0663071343008865
342,-0.0663071343008865
343,-0.0663071343008865
344,-0.06945520079095367
345,-0.06945520079095367
346,-0.06945520079095367
347,-0.06945520079095367
348,-0.06945520079095367
349,-0.2158516020236088
350,-0.06945520079095367
351,-0.06945520079095367
352,-0.06945520079095367
353,-0.06945520079095367
354,-0.06945520079095367
355,-0.06945520079095367
356,-0.06945520079095367
357,-0.06945520079095367
358,-0.06945520079095367
359,-0.06945520079095367
360,-0.06945520079095367
361,-0.06945520079095367
362,-0.06945520079095367
363,-0.006655340840828353
364,-0.006655340840828353
365,-0.006655340840828353
366,-0.006655340840828353
367,-0.006655340840828353
368,-0.006655340840828353
369,-0.006655340840828353
370,-0.006655340840828353
371,-0.006655340840828353
372,-0.02427114749389625
373,-0.006655340840828353
374,-0.006655340840828353
375,-0.006655340840828353
376,-0.006655340840828353
377,-0.006655340840828353
378,-0.006655340840828353
379,-0.006655340840828353
380,-0.006655340840828353
381,-0.006655340840828353
382,-0.006655340840828353
383,-0.006655340840828353
384,-0.006655340840828353
385,-0.006655340840828353
386,-0.006655340840828353
387,-0.006655340840828353
388,-0.006655340840828353
389,-0.006655340840828353
390,-0.006655340840828353
391,-0.006655340840828353
392,-0.006655340840828353
393,-0.006655340840828353
394,-0.006655340840828353
395,-0.006655340840828353
396,-0.006655340840828353
397,-0.006655340840828353
398,-0.006655340840828353
399,-0.006655340840828353
400,-0.006655340840828353
401,-0.006655340840828353
402,-0.006655340840828353
403,-0.006655340840828353
404,-0.006655340840828353
405,-0.006655340840828353
406,-0.006655340840828353
407,-0.006655340840828353
408,-0.006655340840828353
409,0.059176695134523664
410,0.059176695134523664
411,0.059176695134523664
412,0.059176695134523664
413,0.059176695134523664
414,0.059176695134523664
415,0.059176695134523664
416,0.059176695134523664
417,0.059176695134523664
418,0.059176695134523664
419,0.059176695134523664
420,0.059176695134523664
421,0.059176695134523664
422,0.059176695134523664
423,0.059176695134523664
424,0.059176695134523664
425,0.059176695134523664
426,0.059176695134523664
427,0.059176695134523664
428,-0.016109731162027185
429,-0.016109731162027185
430,-0.07987470634299132
431,-0.07987470634299132
432,-0.016109731162027185
433,-0.016109731162027185
434,-0.016109731162027185
435,-0.012562814070351758
436,-0.016109731162027185
437,-0.016109731162027185
438,-0.016109731162027185
439,-0.016109731162027185
440,-0.016109731162027185
441,-0.1200596569724086
442,-0.016109731162027185
443,-0.016109731162027185
444,-0.016109731162027185
445,-0.016109731162027185
446,-0.016109731162027185
447,-0.016109731162027185
448,0.07039126232174457
449,0.07039126232174457
450,0.07039126232174457
451,0.07039126232174457
452,0.0491094147582698
453,0.07039126232174457
454,0.07039126232174457
455,0.07039126232174457
456,0.07039126232174457
457,0.07039126232174457
458,0.07039126232174457
459,0.07039126232174457
460,0.07039126232174457
461,0.07039126232174457
462,0.07039126232174457
463,0.07039126232174457
464,0.07039126232174457
465,0.07039126232174457
466,0.07039126232174457
467,0.07039126232174457
468,0.07039126232174457
469,0.07039126232174457
470,0.006139012829638564
471,-0.005739629533002888
472,0.006139012829638564
473,0.006139012829638564
474,0.006139012829638564
475,0.006139012829638564
476,0.006139012829638564
477,0.006139012829638564
478,0.006139012829638564
479,0.006139012829638564
480,0.006139012829638564
481,0.006139012829638564
482,0.006139012829638564
483,0.006139012829638564
484,0.006139012829638564
485,0.006139012829638564
486,0.06517519720310856
487,0.03306218840199415
488,0.06517519720310856
489,0.06517519720310856
490,0.06517519720310856
491,0.06517519720310856
492,0.06517519720310856
493,0.06517519720310856
494,0.05719360568383669
495,0.06517519720310856
496,0.06517519720310856
497,0.03306218840199415
498,0.06517519720310856
499,0.06517519720310856
500,0.06517519720310856
501,0.06517519720310856
502,0.06517519720310856
503,0.06517519720310856
504,0.06517519720310856
505,0.06517519720310856
506,0.06517519720310856
507,0.06517519720310856
508,0.06517519720310856
509,0.06517519720310856
510,0.06517519720310856
511,0.06517519720310856
512,0.06517519720310856
513,0.06517519720310856
514,0.06517519720310856
515,0.06517519720310856
516,0.06517519720310856
517,0.06517519720310856
518,0.06517519720310856
519,0.06517519720310856
520,0.06517519720310856
521,0.06517519720310856
522,0.06517519720310856
523,0.06517519720310856
524,0.06517519720310856
525,0.06517519720310856
526,0.06517519720310856
527,0.06517519720310856
528,0.06517519720310856
529,0.06517519720310856
530,0.06517519720310856
531,0.06517519720310856
532,0.06517519720310856
533,0.06517519720310856
534,-0.018744330491610426
535,-0.018744330491610426
536,0.006731013462026869
537,-0.018744330491610426
538,-0.018744330491610426
539,-0.018744330491610426
540,-0.018744330491610426
541,-0.018744330491610426
542,-0.018744330491610426
543,-0.018744330491610426
544,-0.018744330491610426
545,-0.018744330491610426
546,-0.018744330491610426
547,-0.02188501386293697
548,-0.02188501386293697
549,-0.02188501386293697
550,-0.02188501386293697
551,-0.02188501386293697
552,-0.02188501386293697
553,-0.02188501386293697
554,-0.02188501386293697
555,-0.02188501386293697
556,-0.02188501386293697
557,-0.02188501386293697
558,-0.02188501386293697
559,-0.02188501386293697
560,-0.02188501386293697
561,-0.02188501386293697
562,-0.02188501386293697
563,-0.02188501386293697
564,-0.02188501386293697
565,-0.02188501386293697
566,0.04051475241522968
567,0.04051475241522968
568,0.04051475241522968
569,0.04051475241522968
570,0.04051475241522968
571,0.04051475241522968
572,0.04051475241522968
573,0.04051475241522968
574,0.04051475241522968
575,0.04051475241522968
576,0.04051475241522968
577,0.04051475241522968
578,0.03526970954356834
579,0.04051475241522968
580,0.019802134884053232
581,0.019802134884053232
582,0.019802134884053232
583,0.019802134884053232
584,0.019802134884053232
585,0.019802134884053232
586,0.019802134884053232
587,0.019802134884053232
588,0.019802134884053232
589,0.019802134884053232
590,0.019802134884053232
591,0.019802134884053232
592,0.019802134884053232
593,0.019802134884053232
594,0.019802134884053232
595,0.019802134884053232
596,0.019802134884053232
597,0.019802134884053232
598,0.019802134884053232
599,0.019802134884053232
600,0.018261629886449242
601,0.018261629886449242
602,0.018261629886449242
603,0.018261629886449242
604,0.024996890933963508
605,0.018261629886449242
606,0.018261629886449242
607,0.018261629886449242
608,0.018261629886449242
609,0.018261629886449242
610,0.018261629886449242
611,0.018261629886449242
612,0.018261629886449242
613,0.018261629886449242
614,0.018261629886449242
615,0.018261629886449242
616,0.018261629886449242
617,0.018261629886449242
618,0.018261629886449242
619,0.018261629886449242
620,0.018261629886449242
621,0.018261629886449242
622,0.018261629886449242
623,0.018261629886449242
624,0.018261629886449242
625,0.018261629886449242
626,0.018261629886449242
627,0.018261629886449242
628,0.018261629886449242
629,0.018261629886449242
630,0.018261629886449242
631,0.018261629886449242
632,-0.05384991139591167
633,-0.05384991139591167
634,-0.05384991139591167
635,-0.05384991139591167
636,-0.05384991139591167
637,-0.05384991139591167
638,-0.05384991139591167
639,-0.05384991139591167
640,0.037079107873461296
641,0.037079107873461296
642,0.037079107873461296
643,0.037079107873461296
644,0.017401668653158398
645,0.037079107873461296
646,0.037079107873461296
647,0.037079107873461296
648,0.037079107873461296
649,0.037079107873461296
650,0.037079107873461296
651,0.037079107873461296
652,0.037079107873461296
653,0.037079107873461296
654,0.037079107873461296
655,0.037079107873461296
656,0.037079107873461296
657,0.0005088529753051183
658,0.0005088529753051183
659,0.0005088529753051183
660,0.0005088529753051183
661,0.0005088529753051183
662,0.0005088529753051183
663,-0.007566938300349157
664,0.0005088529753051183
665,0.0005088529753051183
666,0.0005088529753051183
667,0.0005088529753051183
668,0.0005088529753051183
669,0.0005088529753051183
670,0.0005088529753051183
671,0.0005088529753051183
672,0.0005088529753051183
673,0.0005088529753051183
674,0.0005088529753051183
675,0.0005088529753051183
676,0.0005088529753051183
677,-0.007133995037221008
678,0.0029793602076071397
679,0.0029793602076071397
680,0.0029793602076071397
681,0.0029793602076071397
682,0.0029793602076071397
683,0.0029793602076071397
684,0.0029793602076071397
685,0.0029793602076071397
686,0.0029793602076071397
687,0.0029793602076071397
688,0.034604105571847565
689,0.0029793602076071397
690,0.0029793602076071397
691,0.0029793602076071397
692,0.034604105571847565
693,0.0029793602076071397
694,0.0029793602076071397
695,0.0029793602076071397
696,0.0029793602076071397
697,0.0029793602076071397
698,-0.007133995037221008
699,0.0029793602076071397
700,0.0029793602076071397
701,0.0029793602076071397
702,0.034604105571847565
703,0.0029793602076071397
704,0.0029793602076071397
705,0.0029793602076071397
706,0.0029793602076071397
707,0.0029793602076071397
708,0.0029793602076071397
709,0.0029793602076071397
710,0.0029793602076071397
711,0.0029793602076071397
712,-0.007133995037221008
713,0.0029793602076071397
714,0.0029793602076071397
715,0.0029793602076071397
716,0.0029793602076071397
717,0.0029793602076071397
718,0.0029793602076071397
719,0.0029793602076071397
720,0.0029793602076071397
721,0.0029793602076071397
722,0.0029793602076071397
723,0.0029793602076071397
724,0.0029793602076071397
725,0.0029793602076071397
726,0.0029793602076071397
727,0.0029793602076071397
728,0.0029793602076071397
729,0.0029793602076071397
730,0.0029793602076071397
731,0.0029793602076071397
732,0.0029793602076071397
733,0.0029793602076071397
734,0.02937521229555764
735,0.02937521229555764
736,0.02937521229555764
737,0.02937521229555764
738,0.02937521229555764
739,0.02937521229555764
740,0.02937521229555764
741,0.02937521229555764
742,0.02937521229555764
743,0.02937521229555764
744,0.02937521229555764
745,0.02937521229555764
746,-0.0066408816260196115
747,-0.0066408816260196115
748,-0.0066408816260196115
749,-0.0066408816260196115
750,-0.0066408816260196115
751,0.07472590882862096
752,-0.0066408816260196115
753,0.07472590882862096
754,-0.0066408816260196115
755,-0.0066408816260196115
756,-0.0066408816260196115
757,0.07472590882862096
758,-0.0066408816260196115
759,-0.0066408816260196115
760,-0.0066408816260196115
761,-0.0066408816260196115
762,0.0263059979245898
763,0.0263059979245898
764,0.0263059979245898
765,0.0263059979245898
766,0.0263059979245898
767,0.0263059979245898
768,0.0263059979245898
769,0.0263059979245898
770,0.0263059979245898
771,0.0263059979245898
772,0.0263059979245898
773,0.03251568739304056
774,-0.002746414403417829
775,0.0263059979245898
776,0.0263059979245898
777,0.0263059979245898
778,0.03251568739304056
779,0.048987370690161666
780,0.048987370690161666
781,0.048987370690161666
782,0.05414364640883962
783,0.048987370690161666
784,0.048987370690161666
785,0.048987370690161666
786,0.048987370690161666
787,0.048987370690161666
788,0.048987370690161666
789,0.048987370690161666
790,0.05750033953928245
791,0.05750033953928245
792,0.05750033953928245
793,0.05750033953928245
794,0.05750033953928245
795,0.05750033953928245
796,0.05750033953928245
797,0.05750033953928245
798,0.05750033953928245
799,0.05750033953928245
800,0.05750033953928245
801,0.05750033953928245
802,0.05750033953928245
803,0.05750033953928245
804,0.05750033953928245
805,0.05750033953928245
806,0.05750033953928245
807,0.05750033953928245
808,0.05750033953928245
809,0.05750033953928245
810,0.05750033953928245
811,0.05750033953928245
812,0.05750033953928245
813,0.05750033953928245
814,0.05750033953928245
815,0.05750033953928245
816,-0.03116347218296013
817,-0.03116347218296013
818,-0.03116347218296013
819,-0.03116347218296013
820,-0.03116347218296013
821,-0.03116347218296013
822,-0.03116347218296013
823,-0.03116347218296013
824,-0.03116347218296013
825,-0.03116347218296013
826,-0.03116347218296013
827,0.049097574639024234
828,0.049097574639024234
829,0.049097574639024234
830,0.049097574639024234
831,0.049097574639024234
832,0.049097574639024234
833,0.049097574639024234
834,0.049097574639024234
835,0.049097574639024234
836,0.049097574639024234
837,0.049097574639024234
838,0.049097574639024234
839,0.049097574639024234
840,0.049097574639024234
841,0.049097574639024234
842,0.049097574639024234
843,0.049097574639024234
844,0.049097574639024234
845,0.049097574639024234
846,0.049097574639024234
847,0.049097574639024234
848,0.049097574639024234
849,0.049097574639024234
850,0.049097574639024234
851,0.049097574639024234
852,0.049097574639024234
853,0.049097574639024234
854,0.049097574639024234
855,0.049097574639024234
856,0.049097574639024234
857,0.049097574639024234
858,0.049097574639024234
859,-0.02259748379492507
860,-0.02259748379492507
861,-0.02259748379492507
862,-0.02259748379492507
863,-0.02259748379492507
864,-0.02259748379492507
865,-0.02259748379492507
866,-0.02259748379492507
867,-0.02259748379492507
868,-0.02259748379492507
869,-0.02259748379492507
870,0.012113870381586844
871,-0.02259748379492507
872,-0.02259748379492507
873,-0.02259748379492507
874,-0.02259748379492507
875,-0.02259748379492507
876,-0.02259748379492507
877,-0.02259748379492507
878,-0.02259748379492507
879,-0.02259748379492507
880,-0.02259748379492507
881,-0.02259748379492507
882,0.004797841436047556
883,0.004797841436047556
884,0.004797841436047556
885,0.004797841436047556
886,0.004797841436047556
887,0.004797841436047556
888,0.004797841436047556
889,0.004797841436047556
890,0.004797841436047556
891,0.004797841436047556
892,0.004797841436047556
893,0.004797841436047556
894,0.004797841436047556
895,0.004797841436047556
896,0.004797841436047556
897,0.004797841436047556
898,0.004797841436047556
899,0.004797841436047556
900,-0.04500000000000004
901,0.004797841436047556
902,0.004797841436047556
903,0.004797841436047556
904,0.004797841436047556
905,0.004797841436047556
906,0.018850987432675
907,0.004797841436047556
908,0.011335009232937288
909,0.011335009232937288
910,0.011335009232937288
911,0.011335009232937288
912,0.011335009232937288
913,0.011335009232937288
914,0.011335009232937288
915,0.011335009232937288
916,0.011335009232937288
917,0.011335009232937288
918,0.011335009232937288
919,0.011335009232937288
920,0.011335009232937288
921,0.011335009232937288
922,0.011335009232937288
923,0.011335009232937288
924,0.011335009232937288
925,0.011335009232937288
926,0.011335009232937288
927,0.011335009232937288
928,0.011335009232937288
929,0.011335009232937288
930,0.011335009232937288
931,0.011335009232937288
932,0.011335009232937288
933,0.011335009232937288
934,0.05950579929399912
935,0.011335009232937288
936,0.011335009232937288
937,0.011335009232937288
938,0.011335009232937288
939,0.011335009232937288
940,0.011335009232937288
941,0.011335009232937288
942,0.011335009232937288
943,0.011335009232937288
944,0.011335009232937288
945,0.011335009232937288
946,0.011335009232937288
947,0.011335009232937288
948,0.011335009232937288
949,0.011335009232937288
950,0.011335009232937288
951,0.011335009232937288
952,0.011335009232937288
953,0.011335009232937288
954,0.011335009232937288
955,0.011335009232937288
956,0.011335009232937288
957,0.011335009232937288
958,0.011335009232937288
959,0.011335009232937288
960,-0.022112222991316828
961,-0.022112222991316828
962,-0.022112222991316828
963,-0.022112222991316828
964,-0.022112222991316828
965,-0.022112222991316828
966,-0.022112222991316828
967,-0.022112222991316828
968,-0.022112222991316828
969,-0.022112222991316828
970,-0.022112222991316828
971,-0.022112222991316828
972,-0.022112222991316828
973,-0.022112222991316828
974,-0.022112222991316828
975,-0.022112222991316828
976,-0.022112222991316828
977,-0.022112222991316828
978,-0.013521437917477572
979,-0.013521437917477572
980,-0.013521437917477572
981,-0.013521437917477572
982,-0.013521437917477572
983,-0.013521437917477572
984,-0.013521437917477572
985,-0.013521437917477572
986,-0.013521437917477572
987,-0.013521437917477572
988,-0.013521437917477572
989,-0.013521437917477572
990,-0.013521437917477572
991,-0.013521437917477572
992,-0.013521437917477572
993,-0.013521437917477572
994,-0.013521437917477572
995,-0.013521437917477572
996,-0.005039306591413051
997,-0.013521437917477572
998,-0.013521437917477572
999,-0.013521437917477572
1000,-0.0049884629157519785
1001,-0.0049884629157519785
1002,-0.0049884629157519785
1003,-0.0049884629157519785
1004,-0.0049884629157519785
1005,-0.0049884629157519785
1006,-0.0049884629157519785
1007,-0.0049884629157519785
1008,0.030794165316045508
1009,-0.0049884629157519785
1010,-0.0049884629157519785
1011,-0.0049884629157519785
1012,-0.0049884629157519785
1013,-0.0049884629157519785
1014,-0.0049884629157519785
1015,-0.0049884629157519785
1016,-0.0049884629157519785
1017,-0.0049884629157519785
1018,-0.0049884629157519785
1019,-0.0049884629157519785
1020,-0.0049884629157519785
1021,-0.0049884629157519785
1022,-0.0049884629157519785
1023,-0.015106723056507653
1024,-0.015106723056507653
1025,-0.015106723056507653
1026,-0.015106723056507653
1027,-0.015106723056507653
1028,-0.015106723056507653
1029,-0.015106723056507653
1030,-0.015106723056507653
1031,-0.015106723056507653
1032,-0.015106723056507653
1033,-0.015106723056507653
1034,-0.015106723056507653
1035,-0.015106723056507653
1036,-0.015106723056507653
1037,-0.015106723056507653
1038,-0.008058176100628978
1039,-0.015106723056507653
1040,-0.015106723056507653
1041,-0.015106723056507653
1042,-0.015106723056507653
1043,-0.015106723056507653
1044,-0.015106723056507653
1045,-0.015106723056507653
1046,-0.015106723056507653
1047,-0.015106723056507653
1048,-0.015106723056507653
1049,-0.015106723056507653
1050,-0.015106723056507653
1051,-0.015106723056507653
1052,-0.015106723056507653
1053,-0.015106723056507653
1054,-0.015106723056507653
1055,-0.015106723056507653
1056,-0.015106723056507653
1057,-0.015106723056507653
1058,-0.015106723056507653
1059,-0.015106723056507653
1060,0.01807041065190737
1061,0.05361986229918636
1062,0.01807041065190737
1063,0.01807041065190737
1064,0.01807041065190737
1065,0.01807041065190737
1066,0.01807041065190737
1067,0.01807041065190737
1068,0.01807041065190737
1069,0.01807041065190737
1070,0.01807041065190737
1071,0.01807041065190737
1072,0.01807041065190737
1073,0.01807041065190737
1074,0.01807041065190737
1075,0.01807041065190737
1076,0.01807041065190737
1077,0.01807041065190737
1078,0.01807041065190737
1079,0.01807041065190737
1080,0.01807041065190737
1081,0.01807041065190737
1082,0.01807041065190737
1083,0.01807041065190737
1084,0.01807041065190737
1085,0.01807041065190737
1086,0.01807041065190737
1087,0.01807041065190737
1088,0.01807041065190737
1089,0.01807041065190737
1090,0.01807041065190737
1091,0.01807041065190737
1092,0.01807041065190737
1093,0.01807041065190737
1094,0.01807041065190737
1095,0.01807041065190737
1096,0.01807041065190737
1097,0.01807041065190737
1098,0.01807041065190737
1099,0.016556169818047042
1100,0.016556169818047042
1101,0.016556169818047042
1102,0.016556169818047042
1103,0.016556169818047042
1104,0.016556169818047042
1105,0.016556169818047042
1106,0.016556169818047042
1107,0.016556169818047042
1108,0.016556169818047042
1109,0.016556169818047042
1110,0.016556169818047042
1111,0.016556169818047042
1112,0.016556169818047042
1113,0.016556169818047042
1114,0.016556169818047042
1115,0.016556169818047042
1116,-0.011441908554558844
1117,-0.011441908554558844
1118,-0.011441908554558844
1119,-0.011441908554558844
1120,-0.011441908554558844
1121,-0.011441908554558844
1122,-0.011441908554558844
1123,-0.011441908554558844
1124,-0.011441908554558844
1125,-0.011441908554558844
1126,-0.011441908554558844
1127,-0.011441908554558844
1128,-0.0444
1129,-0.011441908554558844
1130,-0.011441908554558844
1131,-0.011441908554558844
1132,-0.011441908554558844
1133,-0.011441908554558844
1134,-0.011441908554558844
1135,-0.011441908554558844
1136,-0.011441908554558844
1137,-0.011441908554558844
1138,-0.011441908554558844
1139,-0.011441908554558844
1140,-0.011441908554558844
1141,-0.011441908554558844
1142,-0.011441908554558844
1143,-0.011441908554558844
1144,-0.011441908554558844
1145,0.010568793235972374
1146,-0.011441908554558844
1147,-0.011441908554558844
1148,-0.011441908554558844
1149,0.015951253970473478
1150,0.015951253970473478
1151,0.015951253970473478
1152,0.015951253970473478
1153,0.015951253970473478
1154,0.015951253970473478
1155,0.015951253970473478
1156,0.015951253970473478
1157,0.015951253970473478
1158,0.015951253970473478
1159,0.015951253970473478
1160,0.015951253970473478
1161,0.08661899897854952
1162,0.015951253970473478
1163,0.0322310590205106
1164,0.015951253970473478
1165,0.015951253970473478
1166,0.015951253970473478
1167,0.015951253970473478
1168,0.015951253970473478
1169,0.015951253970473478
1170,0.015951253970473478
1171,0.015951253970473478
1172,0.015951253970473478
1173,0.015951253970473478
1174,0.015951253970473478
1175,0.015951253970473478
1176,0.0322310590205106
1177,0.08661899897854952
1178,0.015951253970473478
1179,0.015951253970473478
1180,0.02460516184921397
1181,0.02460516184921397
1182,0.02460516184921397
1183,0.02460516184921397
1184,0.02460516184921397
1185,0.02460516184921397
1186,0.02460516184921397
1187,0.02460516184921397
1188,0.02460516184921397
1189,0.02460516184921397
1190,0.02460516184921397
1191,0.1139311900733222
1192,0.02460516184921397
1193,0.02460516184921397
1194,0.02460516184921397
1195,0.02460516184921397
1196,0.02460516184921397
1197,0.02460516184921397
1198,0.02460516184921397
1199,0.02460516184921397
1200,0.02460516184921397
1201,0.02460516184921397
