Date,tickerYF,Close
2020-06-10,AZN,52.21
2020-06-11,AZN,50.19
2020-06-12,AZN,50.09
2020-06-15,AZN,51.23
2020-06-16,AZN,52.15
2020-06-17,AZN,52.46
2020-06-18,AZN,51.25
2020-06-19,AZN,51.6
2020-06-22,AZN,51.99
2020-06-23,AZN,52.8
2020-06-24,AZN,50.74
2020-06-25,AZN,51.59
2020-06-26,AZN,51.29
2020-06-29,AZN,51.5
2020-06-30,AZN,51.48
2020-07-01,AZN,51.89
2020-07-02,AZN,52.36
2020-07-06,AZN,52.65
2020-07-07,AZN,52.04
2020-07-08,AZN,52.74
2020-07-09,AZN,52.53
2020-07-10,AZN,52.32
2020-07-13,AZN,51.82
2020-07-14,AZN,52.54
2020-07-15,AZN,56.45
2020-07-16,AZN,55.89
2020-07-17,AZN,59.47
2020-07-20,AZN,57.11
2020-07-21,AZN,56.52
2020-07-22,AZN,55.46
2020-07-23,AZN,53.69
2020-07-24,AZN,54.31
2020-07-27,AZN,55.07
2020-07-28,AZN,54.81
2020-07-29,AZN,55.13
2020-07-30,AZN,56.34
2020-07-31,AZN,54.29
2020-08-03,AZN,55.3
2020-08-04,AZN,54.58
2020-08-05,AZN,54.45
2020-08-06,AZN,54.71
2020-08-07,AZN,53.93
2020-08-10,AZN,53.9
2020-08-11,AZN,53.7
2020-08-12,AZN,55.22
2020-08-13,AZN,54.74
2020-08-14,AZN,54.14
2020-08-17,AZN,55.39
2020-08-18,AZN,55.26
2020-08-19,AZN,55.16
2020-08-20,AZN,55.42
2020-08-21,AZN,54.65
2020-08-24,AZN,55.68
2020-08-25,AZN,55.93
2020-08-26,AZN,55.92
2020-08-27,AZN,55.05
2020-08-28,AZN,54.63
2020-08-31,AZN,54.94
2020-09-01,AZN,54.33
2020-09-02,AZN,54.84
2020-09-03,AZN,53.13
2020-09-04,AZN,52.56
2020-09-08,AZN,53.67
2020-09-09,AZN,52.62
2020-09-10,AZN,52.06
2020-09-11,AZN,52.71
2020-09-14,AZN,53.0
2020-09-15,AZN,54.23
2020-09-16,AZN,54.08
2020-09-17,AZN,54.88
2020-09-18,AZN,55.38
2020-09-21,AZN,54.85
2020-09-22,AZN,54.39
2020-09-23,AZN,54.6
2020-09-24,AZN,53.14
2020-09-25,AZN,54.46
2020-09-28,AZN,53.71
2020-09-29,AZN,54.06
2020-09-30,AZN,53.76
2020-10-01,AZN,53.27
2020-10-02,AZN,53.19
2020-10-05,AZN,53.46
2020-10-06,AZN,52.69
2020-10-07,AZN,52.51
2020-10-08,AZN,53.06
2020-10-09,AZN,53.68
2020-10-12,AZN,54.22
2020-10-13,AZN,53.45
2020-10-14,AZN,52.18
2020-10-15,AZN,51.55
2020-10-16,AZN,52.02
2020-10-19,AZN,51.45
2020-10-20,AZN,51.2
2020-10-21,AZN,50.59
2020-10-22,AZN,50.97
2020-10-23,AZN,51.01
2020-10-26,AZN,52.06
2020-10-27,AZN,51.48
2020-10-28,AZN,50.01
2020-10-29,AZN,50.1
2020-10-30,AZN,49.21
2020-11-02,AZN,49.66
2020-11-03,AZN,50.72
2020-11-04,AZN,54.0
2020-11-05,AZN,54.11
2020-11-06,AZN,54.47
2020-11-09,AZN,53.03
2020-11-10,AZN,55.5
2020-11-11,AZN,56.92
2020-11-12,AZN,55.76
2020-11-13,AZN,56.29
2020-11-16,AZN,55.22
2020-11-17,AZN,53.92
2020-11-18,AZN,52.97
2020-11-19,AZN,53.01
2020-11-20,AZN,54.25
2020-11-23,AZN,53.66
2020-11-24,AZN,52.55
2020-11-25,AZN,51.6
2020-11-27,AZN,51.61
2020-11-30,AZN,51.94
2020-12-01,AZN,51.98
2020-12-02,AZN,52.38
2020-12-03,AZN,51.78
2020-12-04,AZN,52.72
2020-12-07,AZN,53.23
2020-12-08,AZN,53.68
2020-12-09,AZN,53.02
2020-12-10,AZN,52.87
2020-12-11,AZN,53.24
2020-12-14,AZN,49.08
2020-12-15,AZN,49.87
2020-12-16,AZN,49.96
2020-12-17,AZN,49.83
2020-12-18,AZN,49.26
2020-12-21,AZN,48.74
2020-12-22,AZN,47.81
2020-12-23,AZN,47.85
2020-12-24,AZN,47.6
2020-12-28,AZN,48.44
2020-12-29,AZN,48.95
2020-12-30,AZN,49.23
2020-12-31,AZN,49.04
2021-01-04,AZN,49.56
2021-01-05,AZN,49.74
2021-01-06,AZN,49.94
2021-01-07,AZN,49.24
2021-01-08,AZN,49.9
2021-01-11,AZN,49.6
2021-01-12,AZN,49.34
2021-01-13,AZN,49.92
2021-01-14,AZN,50.32
2021-01-15,AZN,50.37
2021-01-19,AZN,51.57
2021-01-20,AZN,51.25
2021-01-21,AZN,51.55
2021-01-22,AZN,52.24
2021-01-25,AZN,52.99
2021-01-26,AZN,53.41
2021-01-27,AZN,51.11
2021-01-28,AZN,51.05
2021-01-29,AZN,49.64
2021-02-01,AZN,49.44
2021-02-02,AZN,49.11
2021-02-03,AZN,49.05
2021-02-04,AZN,49.41
2021-02-05,AZN,48.79
2021-02-08,AZN,49.11
2021-02-09,AZN,49.45
2021-02-10,AZN,49.02
2021-02-11,AZN,49.14
2021-02-12,AZN,50.71
2021-02-16,AZN,49.93
2021-02-17,AZN,50.47
2021-02-18,AZN,50.52
2021-02-19,AZN,49.63
2021-02-22,AZN,49.61
2021-02-23,AZN,48.37
2021-02-24,AZN,49.15
2021-02-25,AZN,48.91
2021-02-26,AZN,48.38
2021-03-01,AZN,48.09
2021-03-02,AZN,47.73
2021-03-03,AZN,47.16
2021-03-04,AZN,47.23
2021-03-05,AZN,48.06
2021-03-08,AZN,48.19
2021-03-09,AZN,49.27
2021-03-10,AZN,49.81
2021-03-11,AZN,48.67
2021-03-12,AZN,48.42
2021-03-15,AZN,48.77
2021-03-16,AZN,50.05
2021-03-17,AZN,50.07
2021-03-18,AZN,49.33
2021-03-19,AZN,49.21
2021-03-22,AZN,51.2
2021-03-23,AZN,49.4
2021-03-24,AZN,48.79
2021-03-25,AZN,49.7
2021-03-26,AZN,50.64
2021-03-29,AZN,50.81
2021-03-30,AZN,49.97
2021-03-31,AZN,49.72
2021-04-01,AZN,49.53
2021-04-05,AZN,49.53
2021-04-06,AZN,49.22
2021-04-07,AZN,48.42
2021-04-08,AZN,49.5
2021-04-09,AZN,49.94
2021-04-12,AZN,49.42
2021-04-13,AZN,48.99
2019-04-15,PFE,36.91
2019-04-16,PFE,35.89
2019-04-17,PFE,34.98
2019-04-18,PFE,34.54
2019-04-22,PFE,34.19
2019-04-23,PFE,34.57
2019-04-24,PFE,34.53
2019-04-25,PFE,34.74
2019-04-26,PFE,35.06
2019-04-29,PFE,34.72
2019-04-30,PFE,35.62
2019-05-01,PFE,35.76
2019-05-02,PFE,35.97
2019-05-03,PFE,36.3
2019-05-06,PFE,36.53
2019-05-07,PFE,35.81
2019-05-08,PFE,35.91
2019-05-09,PFE,35.96
2019-05-10,PFE,36.03
2019-05-13,PFE,35.9
2019-05-14,PFE,35.98
2019-05-15,PFE,36.41
2019-05-16,PFE,36.84
2019-05-17,PFE,36.69
2019-05-20,PFE,36.8
2019-05-21,PFE,36.87
2019-05-22,PFE,37.15
2019-05-23,PFE,37.09
2019-05-24,PFE,37.12
2019-05-28,PFE,37.07
2019-05-29,PFE,36.91
2019-05-30,PFE,37.07
2019-05-31,PFE,36.74
2019-06-03,PFE,37.09
2019-06-04,PFE,37.37
2019-06-05,PFE,37.59
2019-06-06,PFE,37.79
2019-06-07,PFE,37.98
2019-06-10,PFE,38.11
2019-06-11,PFE,37.75
2019-06-12,PFE,38.12
2019-06-13,PFE,37.6
2019-06-14,PFE,37.83
2019-06-17,PFE,37.94
2019-06-18,PFE,38.11
2019-06-19,PFE,38.49
2019-06-20,PFE,38.58
2019-06-21,PFE,38.64
2019-06-24,PFE,38.72
2019-06-25,PFE,38.72
2019-06-26,PFE,38.04
2019-06-27,PFE,38.43
2019-06-28,PFE,38.33
2019-07-01,PFE,38.73
2019-07-02,PFE,39.13
2019-07-03,PFE,39.29
2019-07-05,PFE,38.86
2019-07-08,PFE,38.31
2019-07-09,PFE,38.37
2019-07-10,PFE,38.98
2019-07-11,PFE,38.03
2019-07-12,PFE,37.52
2019-07-15,PFE,37.83
2019-07-16,PFE,37.91
2019-07-17,PFE,37.82
2019-07-18,PFE,38.1
2019-07-19,PFE,37.84
2019-07-22,PFE,37.89
2019-07-23,PFE,38.13
2019-07-24,PFE,37.95
2019-07-25,PFE,37.75
2019-07-26,PFE,38.13
2019-07-29,PFE,36.68
2019-07-30,PFE,34.32
2019-07-31,PFE,34.37
2019-08-01,PFE,34.16
2019-08-02,PFE,33.94
2019-08-05,PFE,33.01
2019-08-06,PFE,33.0
2019-08-07,PFE,32.67
2019-08-08,PFE,32.93
2019-08-09,PFE,32.46
2019-08-12,PFE,31.61
2019-08-13,PFE,31.44
2019-08-14,PFE,30.58
2019-08-15,PFE,30.79
2019-08-16,PFE,30.95
2019-08-19,PFE,31.42
2019-08-20,PFE,30.91
2019-08-21,PFE,31.14
2019-08-22,PFE,31.33
2019-08-23,PFE,30.67
2019-08-26,PFE,31.12
2019-08-27,PFE,30.67
2019-08-28,PFE,31.33
2019-08-29,PFE,31.55
2019-08-30,PFE,31.75
2019-09-03,PFE,32.26
2019-09-04,PFE,32.0
2019-09-05,PFE,32.45
2019-09-06,PFE,32.6
2019-09-09,PFE,32.89
2019-09-10,PFE,33.38
2019-09-11,PFE,33.41
2019-09-12,PFE,33.29
2019-09-13,PFE,32.96
2019-09-16,PFE,32.89
2019-09-17,PFE,32.6
2019-09-18,PFE,32.49
2019-09-19,PFE,32.61
2019-09-20,PFE,32.77
2019-09-23,PFE,32.37
2019-09-24,PFE,32.16
2019-09-25,PFE,32.06
2019-09-26,PFE,31.95
2019-09-27,PFE,32.35
2019-09-30,PFE,32.09
2019-10-01,PFE,31.64
2019-10-02,PFE,30.99
2019-10-03,PFE,31.66
2019-10-04,PFE,32.09
2019-10-07,PFE,32.0
2019-10-08,PFE,31.64
2019-10-09,PFE,31.87
2019-10-10,PFE,31.96
2019-10-11,PFE,32.25
2019-10-14,PFE,32.42
2019-10-15,PFE,32.6
2019-10-16,PFE,32.45
2019-10-17,PFE,32.56
2019-10-18,PFE,32.56
2019-10-21,PFE,32.56
2019-10-22,PFE,32.54
2019-10-23,PFE,32.84
2019-10-24,PFE,32.5
2019-10-25,PFE,32.84
2019-10-28,PFE,33.29
2019-10-29,PFE,34.12
2019-10-30,PFE,34.37
2019-10-31,PFE,34.27
2019-11-01,PFE,34.29
2019-11-04,PFE,33.96
2019-11-05,PFE,33.47
2019-11-06,PFE,33.59
2019-11-07,PFE,33.28
2019-11-08,PFE,33.41
2019-11-11,PFE,33.3
2019-11-12,PFE,33.34
2019-11-13,PFE,33.0
2019-11-14,PFE,32.96
2019-11-15,PFE,33.62
2019-11-18,PFE,33.56
2019-11-19,PFE,33.96
2019-11-20,PFE,33.41
2019-11-21,PFE,34.03
2019-11-22,PFE,34.56
2019-11-25,PFE,34.88
2019-11-26,PFE,34.53
2019-11-27,PFE,34.83
2019-11-29,PFE,34.73
2019-12-02,PFE,34.53
2019-12-03,PFE,34.31
2019-12-04,PFE,34.39
2019-12-05,PFE,34.29
2019-12-06,PFE,34.53
2019-12-09,PFE,34.55
2019-12-10,PFE,34.7
2019-12-11,PFE,34.46
2019-12-12,PFE,34.75
2019-12-13,PFE,34.56
2019-12-16,PFE,35.29
2019-12-17,PFE,35.08
2019-12-18,PFE,35.07
2019-12-19,PFE,35.14
2019-12-20,PFE,35.37
2019-12-23,PFE,35.46
2019-12-24,PFE,35.43
2019-12-26,PFE,35.51
2019-12-27,PFE,35.46
2019-12-30,PFE,35.09
2019-12-31,PFE,35.33
2020-01-02,PFE,35.29
2020-01-03,PFE,35.1
2020-01-06,PFE,35.06
2020-01-07,PFE,34.94
2020-01-08,PFE,35.22
2020-01-09,PFE,35.07
2020-01-10,PFE,35.61
2020-01-13,PFE,35.54
2020-01-14,PFE,36.13
2020-01-15,PFE,36.67
2020-01-16,PFE,36.62
2020-01-17,PFE,36.53
2020-01-21,PFE,36.38
2020-01-22,PFE,36.24
2020-01-23,PFE,36.71
2020-01-24,PFE,35.91
2020-01-27,PFE,36.21
2020-01-28,PFE,34.39
2020-01-29,PFE,33.89
2020-01-30,PFE,33.77
2020-01-31,PFE,33.92
2020-02-03,PFE,34.17
2020-02-04,PFE,34.33
2020-02-05,PFE,34.77
2020-02-06,PFE,34.85
2020-02-07,PFE,34.66
2020-02-10,PFE,34.44
2020-02-11,PFE,34.7
2020-02-12,PFE,34.38
2020-02-13,PFE,33.64
2020-02-14,PFE,33.26
2020-02-18,PFE,33.09
2020-02-19,PFE,33.0
2020-02-20,PFE,32.66
2020-02-21,PFE,32.54
2020-02-24,PFE,31.58
2020-02-25,PFE,30.91
2020-02-26,PFE,31.63
2020-02-27,PFE,31.06
2020-02-28,PFE,30.44
2020-03-02,PFE,31.77
2020-03-03,PFE,31.24
2020-03-04,PFE,33.16
2020-03-05,PFE,32.3
2020-03-06,PFE,31.9
2020-03-09,PFE,30.75
2020-03-10,PFE,31.51
2020-03-11,PFE,29.3
2020-03-12,PFE,27.35
2020-03-13,PFE,29.8
2020-03-16,PFE,27.49
2020-03-17,PFE,29.3
2020-03-18,PFE,29.48
2020-03-19,PFE,27.71
2020-03-20,PFE,26.43
2020-03-23,PFE,25.95
2020-03-24,PFE,27.05
2020-03-25,PFE,27.1
2020-03-26,PFE,28.92
2020-03-27,PFE,28.15
2020-03-30,PFE,29.76
2020-03-31,PFE,29.73
2020-04-01,PFE,28.92
2020-04-02,PFE,29.94
2020-04-03,PFE,30.64
2020-04-06,PFE,31.49
2020-04-07,PFE,30.62
2020-04-08,PFE,31.52
2020-04-09,PFE,32.24
2020-04-13,PFE,32.01
2020-04-14,PFE,33.19
2020-04-15,PFE,32.77
2020-04-16,PFE,32.68
2020-04-17,PFE,33.62
2020-04-20,PFE,32.87
2020-04-21,PFE,32.45
2020-04-22,PFE,33.02
2020-04-23,PFE,33.42
2020-04-24,PFE,34.05
2020-04-27,PFE,34.92
2020-04-28,PFE,34.53
2020-04-29,PFE,34.72
2020-04-30,PFE,34.94
2020-05-01,PFE,34.29
2020-05-04,PFE,34.27
2020-05-05,PFE,35.08
2020-05-06,PFE,35.08
2020-05-07,PFE,34.0
2020-05-08,PFE,34.24
2020-05-11,PFE,35.05
2020-05-12,PFE,34.37
2020-05-13,PFE,34.09
2020-05-14,PFE,34.89
2020-05-15,PFE,34.74
2020-05-18,PFE,35.02
2020-05-19,PFE,34.67
2020-05-20,PFE,34.62
2020-05-21,PFE,34.28
2020-05-22,PFE,34.5
2020-05-26,PFE,34.49
2020-05-27,PFE,34.42
2020-05-28,PFE,35.13
2020-05-29,PFE,35.14
2020-06-01,PFE,32.62
2020-06-02,PFE,33.27
2020-06-03,PFE,33.27
2020-06-04,PFE,33.13
2020-06-05,PFE,33.11
2020-06-08,PFE,33.66
2020-06-09,PFE,33.31
2020-06-10,PFE,33.05
2020-06-11,PFE,30.64
2020-06-12,PFE,31.05
2020-06-15,PFE,30.69
2020-06-16,PFE,30.73
2020-06-17,PFE,30.88
2020-06-18,PFE,30.58
2020-06-19,PFE,30.75
2020-06-22,PFE,30.46
2020-06-23,PFE,30.15
2020-06-24,PFE,29.62
2020-06-25,PFE,29.73
2020-06-26,PFE,29.48
2020-06-29,PFE,30.03
2020-06-30,PFE,30.08
2020-07-01,PFE,31.04
2020-07-02,PFE,31.75
2020-07-06,PFE,31.75
2020-07-07,PFE,31.31
2020-07-08,PFE,31.05
2020-07-09,PFE,30.78
2020-07-10,PFE,31.12
2020-07-13,PFE,32.39
2020-07-14,PFE,32.41
2020-07-15,PFE,32.86
2020-07-16,PFE,32.75
2020-07-17,PFE,33.35
2020-07-20,PFE,33.58
2020-07-21,PFE,33.76
2020-07-22,PFE,35.48
2020-07-23,PFE,35.34
2020-07-24,PFE,34.65
2020-07-27,PFE,34.54
2020-07-28,PFE,35.9
2020-07-29,PFE,36.12
2020-07-30,PFE,35.99
2020-07-31,PFE,35.75
2020-08-03,PFE,35.63
2020-08-04,PFE,35.66
2020-08-05,PFE,35.72
2020-08-06,PFE,35.55
2020-08-07,PFE,35.72
2020-08-10,PFE,35.66
2020-08-11,PFE,35.11
2020-08-12,PFE,35.61
2020-08-13,PFE,35.46
2020-08-14,PFE,35.36
2020-08-17,PFE,35.63
2020-08-18,PFE,35.64
2020-08-19,PFE,35.54
2020-08-20,PFE,35.97
2020-08-21,PFE,36.12
2020-08-24,PFE,36.08
2020-08-25,PFE,35.68
2020-08-26,PFE,35.35
2020-08-27,PFE,35.17
2020-08-28,PFE,35.22
2020-08-31,PFE,35.11
2020-09-01,PFE,34.26
2020-09-02,PFE,34.56
2020-09-03,PFE,33.82
2020-09-04,PFE,33.78
2020-09-08,PFE,33.38
2020-09-09,PFE,33.61
2020-09-10,PFE,33.12
2020-09-11,PFE,33.51
2020-09-14,PFE,34.38
2020-09-15,PFE,34.34
2020-09-16,PFE,34.17
2020-09-17,PFE,34.21
2020-09-18,PFE,34.03
2020-09-21,PFE,33.46
2020-09-22,PFE,33.68
2020-09-23,PFE,33.44
2020-09-24,PFE,33.22
2020-09-25,PFE,33.49
2020-09-28,PFE,33.81
2020-09-29,PFE,33.6
2020-09-30,PFE,34.09
2020-10-01,PFE,33.79
2020-10-02,PFE,33.8
2020-10-05,PFE,34.14
2020-10-06,PFE,33.6
2020-10-07,PFE,33.88
2020-10-08,PFE,34.27
2020-10-09,PFE,34.18
2020-10-12,PFE,34.21
2020-10-13,PFE,34.28
2020-10-14,PFE,34.24
2020-10-15,PFE,33.96
2020-10-16,PFE,35.26
2020-10-19,PFE,35.12
2020-10-20,PFE,34.83
2020-10-21,PFE,34.45
2020-10-22,PFE,34.77
2020-10-23,PFE,35.47
2020-10-26,PFE,35.23
2020-10-27,PFE,34.77
2020-10-28,PFE,32.93
2020-10-29,PFE,32.78
2020-10-30,PFE,32.96
2020-11-02,PFE,33.66
2020-11-03,PFE,33.62
2020-11-04,PFE,34.68
2020-11-05,PFE,34.15
2020-11-06,PFE,34.16
2020-11-09,PFE,36.79
2020-11-10,PFE,36.3
2020-11-11,PFE,36.13
2020-11-12,PFE,35.24
2020-11-13,PFE,36.25
2020-11-16,PFE,35.04
2020-11-17,PFE,35.65
2020-11-18,PFE,35.93
2020-11-19,PFE,35.8
2020-11-20,PFE,36.31
2020-11-23,PFE,36.13
2020-11-24,PFE,36.21
2020-11-25,PFE,36.14
2020-11-27,PFE,36.83
2020-11-30,PFE,37.9
2020-12-01,PFE,38.99
2020-12-02,PFE,40.36
2020-12-03,PFE,39.66
2020-12-04,PFE,39.91
2020-12-07,PFE,40.81
2020-12-08,PFE,42.1
2020-12-09,PFE,41.4
2020-12-10,PFE,41.28
2020-12-11,PFE,40.68
2020-12-14,PFE,38.79
2020-12-15,PFE,38.29
2020-12-16,PFE,37.43
2020-12-17,PFE,37.62
2020-12-18,PFE,37.27
2020-12-21,PFE,36.98
2020-12-22,PFE,36.34
2020-12-23,PFE,37.04
2020-12-24,PFE,36.87
2020-12-28,PFE,36.42
2020-12-29,PFE,36.65
2020-12-30,PFE,36.34
2020-12-31,PFE,36.41
2021-01-04,PFE,36.41
2021-01-05,PFE,36.79
2021-01-06,PFE,36.47
2021-01-07,PFE,36.66
2021-01-08,PFE,36.73
2021-01-11,PFE,37.36
2021-01-12,PFE,36.78
2021-01-13,PFE,36.46
2021-01-14,PFE,36.35
2021-01-15,PFE,36.31
2021-01-19,PFE,36.33
2021-01-20,PFE,36.11
2021-01-21,PFE,36.09
2021-01-22,PFE,36.16
2021-01-25,PFE,36.88
2021-01-26,PFE,36.91
2021-01-27,PFE,35.85
2021-01-28,PFE,35.86
2021-01-29,PFE,35.9
2021-02-01,PFE,35.8
2021-02-02,PFE,34.99
2021-02-03,PFE,34.84
2021-02-04,PFE,34.89
2021-02-05,PFE,34.92
2021-02-08,PFE,34.82
2021-02-09,PFE,34.97
2021-02-10,PFE,34.74
2021-02-11,PFE,34.43
2021-02-12,PFE,34.72
2021-02-16,PFE,34.69
2021-02-17,PFE,34.89
2021-02-18,PFE,34.56
2021-02-19,PFE,34.44
2021-02-22,PFE,34.26
2021-02-23,PFE,33.91
2021-02-24,PFE,33.75
2021-02-25,PFE,33.82
2021-02-26,PFE,33.49
2021-03-01,PFE,33.69
2021-03-02,PFE,33.51
2021-03-03,PFE,34.39
2021-03-04,PFE,34.2
2021-03-05,PFE,34.39
2021-03-08,PFE,34.35
2021-03-09,PFE,34.45
2021-03-10,PFE,34.93
2021-03-11,PFE,34.71
2021-03-12,PFE,34.94
2021-03-15,PFE,35.41
2021-03-16,PFE,35.83
2021-03-17,PFE,35.79
2021-03-18,PFE,35.77
2021-03-19,PFE,35.53
2021-03-22,PFE,36.0
2021-03-23,PFE,35.36
2021-03-24,PFE,35.61
2021-03-25,PFE,35.67
2021-03-26,PFE,36.25
2021-03-29,PFE,36.62
2021-03-30,PFE,36.11
2021-03-31,PFE,36.23
2021-04-01,PFE,36.3
2021-04-05,PFE,36.28
2021-04-06,PFE,36.05
2021-04-07,PFE,35.91
2021-04-08,PFE,35.96
2021-04-09,PFE,36.6
2021-04-12,PFE,36.97
2021-04-13,PFE,37.01
2019-10-10,BNTX,14.24
2019-10-11,BNTX,13.82
2019-10-14,BNTX,12.75
2019-10-15,BNTX,12.92
2019-10-16,BNTX,12.94
2019-10-17,BNTX,13.0
2019-10-18,BNTX,14.14
2019-10-21,BNTX,16.28
2019-10-22,BNTX,20.64
2019-10-23,BNTX,17.64
2019-10-24,BNTX,18.85
2019-10-25,BNTX,17.57
2019-10-28,BNTX,16.46
2019-10-29,BNTX,17.0
2019-10-30,BNTX,16.79
2019-10-31,BNTX,16.82
2019-11-01,BNTX,16.52
2019-11-04,BNTX,18.97
2019-11-05,BNTX,18.48
2019-11-06,BNTX,17.38
2019-11-07,BNTX,18.42
2019-11-08,BNTX,18.87
2019-11-11,BNTX,19.74
2019-11-12,BNTX,17.64
2019-11-13,BNTX,18.55
2019-11-14,BNTX,19.0
2019-11-15,BNTX,19.24
2019-11-18,BNTX,19.7
2019-11-19,BNTX,20.33
2019-11-20,BNTX,20.35
2019-11-21,BNTX,19.68
2019-11-22,BNTX,21.33
2019-11-25,BNTX,20.75
2019-11-26,BNTX,21.36
2019-11-27,BNTX,21.88
2019-11-29,BNTX,21.98
2019-12-02,BNTX,21.87
2019-12-03,BNTX,20.77
2019-12-04,BNTX,21.37
2019-12-05,BNTX,22.49
2019-12-06,BNTX,24.37
2019-12-09,BNTX,29.0
2019-12-10,BNTX,28.0
2019-12-11,BNTX,31.3
2019-12-12,BNTX,29.84
